,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Goodwill And Other Intangible Assets,4775000000.0,4656000000.0,4654000000.0,3670000000.0
Other Intangible Assets,1249000000.0,1255000000.0,1342000000.0,1105000000.0
Goodwill,3526000000.0,3401000000.0,3312000000.0,2565000000.0
Net PPE,1551000000.0,1459000000.0,1412000000.0,1424000000.0
Accumulated Depreciation,-1667000000.0,-1885000000.0,-1837000000.0,-1876000000.0
Gross PPE,3218000000.0,3344000000.0,3249000000.0,3300000000.0
Leases,441000000.0,448000000.0,456000000.0,474000000.0
Other Properties,529000000.0,495000000.0,485000000.0,382000000.0
Machinery Furniture Equipment,2243000000.0,2396000000.0,2303000000.0,2439000000.0
Land And Improvements,5000000.0,5000000.0,5000000.0,5000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,6479000000.0,5725000000.0,5255000000.0,5412000000.0
Other Current Assets,261000000.0,229000000.0,242000000.0,181000000.0
Assets Held For Sale Current,0.0,24000000.0,0.0,
Current Deferred Assets,70000000.0,56000000.0,61000000.0,30000000.0
Inventory,766000000.0,827000000.0,1055000000.0,788000000.0
Inventories Adjustments Allowances,-128000000.0,-141000000.0,-128000000.0,-123000000.0
Finished Goods,396000000.0,328000000.0,354000000.0,268000000.0
Work In Process,498000000.0,640000000.0,829000000.0,643000000.0
Receivables,3280000000.0,2884000000.0,2572000000.0,2539000000.0
Other Receivables,1274000000.0,1142000000.0,1021000000.0,1112000000.0
Taxes Receivable,54000000.0,32000000.0,33000000.0,41000000.0
Accounts Receivable,1952000000.0,1710000000.0,1518000000.0,1386000000.0
Allowance For Doubtful Accounts Receivable,-83000000.0,-69000000.0,-61000000.0,-70000000.0
Gross Accounts Receivable,2035000000.0,1779000000.0,1579000000.0,1456000000.0
Cash Cash Equivalents And Short Term Investments,2102000000.0,1705000000.0,1325000000.0,1874000000.0
Cash And Cash Equivalents,2102000000.0,1705000000.0,1325000000.0,1874000000.0
